tokens,ner_tags,story_id
"['The' 'butterflies' 'floated' 'unmolested' 'within' 'his' 'reach' 'and'
 'the' 'jumping' 'grasshoppers' 'were' 'not' 'afraid']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['The' 'spring' 'day' 'was' 'saying' 'good' 'morning' 'to' 'him' 'in' 'a'
 'new' 'delicious' 'way' 'while' 'the' 'blood' 'in' 'his' 'veins' 'beat'
 'a' 'response']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['A' 'little' 'ahead' 'of' 'him' 'Archibald' 'suddenly' 'observed' 'a'
 'huge' 'bunch' 'of' 'white' 'lilies' 'ascending' 'apparently' 'from'
 'the' 'sepulchral' 'depths' 'of' 'the' 'earth']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['In' 'fact' 'they' 'were' 'ascending' 'one' 'of' 'the' 'steep' 'flights'
 'of' 'wooden' 'steps' 'which' 'led' 'up' 'from' 'the' 'street' 'below']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['A' 'young' 'girl’s' 'face' 'could' 'be' 'seen' 'between' 'the' 'long'
 'stems' 'and' 'the' 'blossoms']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['In' 'another' 'moment' 'she' 'stood' 'on' 'the' 'edge' 'of' 'the' 'road'
 'panting' 'a' 'little']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['She' 'was' 'pretty' 'as' 'healthful' 'girls' 'of' 'twenty' 'usually'
 'are']",[0 0 0 0 0 1 0 0 0 0],87
"['She' 'was' 'unusually' 'pretty' 'at' 'that' 'moment' 'her' 'face'
 'peeping' 'over' 'the' 'lilies' 'was' 'like' 'another' 'flower' 'that'
 'had' 'gathered' 'its' 'hues' 'from' 'the' 'roseate' 'dawn' 'and' 'the'
 'glimmer' 'of' 'the' 'dew']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['Good' 'morning' 'Mr' 'Archibald' 'she' 'called' 'in' 'her' 'sweet'
 'high' 'village' 'voice']",[0 0 1 2 0 0 0 0 0 0 0 0],87
"['Good' 'morning' 'Jane' 'good' 'morning' 'he' 'responded' 'with'
 'unusual' 'cordiality']",[0 0 1 0 0 0 0 0 0 0],87
['Oh'],[0],87
['It' 'isn’t' 'Jane' 'she' 'laughed' 'it’s' 'Lucy'],[0 0 1 0 0 0 1],87
['L-U-C-Y' 'Lucy'],[0 1],87
"['Last' 'week' 'you' 'persistently' 'thought' 'I' 'was' 'my' 'sister'
 'Amanda']",[0 0 0 0 0 0 0 0 1 0],87
['This' 'morning' 'I' 'am' 'my' 'cousin' 'Jane'],[0 0 0 0 0 0 1],87
"['Tomorrow' 'I' 'suppose' 'it' 'will' 'be' 'good' 'morning' 'Mrs'
 'Brockett' 'or' 'Howdy' 'Granny' 'Ball']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0],87
"['A' 'more' 'delicately' 'attuned' 'ear' 'than' 'Archibald’s' 'might'
 'have' 'detected' 'a' 'lurking' 'note' 'of' 'vexation' 'in' 'the'
 'girl’s' 'saucy' 'speech']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
['He' 'flushed' 'with' 'annoyance' 'at' 'his' 'own' 'awkwardness'],[0 0 0 0 0 0 0 0],87
"['Yesterday' 'he' 'would' 'have' 'smiled' 'with' 'condescending'
 'inattention' 'and' 'probably' 'called' 'her' 'Amelia' 'at' 'their'
 'next' 'meeting']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['Yes' 'she' 'was' 'thinking' 'as' 'they' 'walked' 'together' 'down' 'the'
 'road' 'if' 'I' 'were' 'a' 'stone' 'or' 'a' 'weed' 'or' 'some' 'nasty'
 'old' 'beetle' 'or' 'other' 'he' 'would' 'know' 'my' 'name' 'well'
 'enough']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['She' 'was' 'one' 'of' 'a' 'group' 'of' 'girls' 'whom' 'he' 'had' 'seen'
 'grow' 'up' 'in' 'almost' 'daily' 'association' 'with' 'his' 'own'
 'nieces' 'and' 'nephews' 'at' 'home']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['It' 'was' 'not' 'to' 'be' 'expected' 'that' 'he' 'could' 'associate'
 'them']",[0 0 0 0 0 0 0 0 0 0 0],87
"['He' 'regretted' 'that' 'there' 'had' 'been' 'made' 'no' 'arbitrary'
 'classification' 'of' 'the' 'family' 'of' 'Girls' 'whereby' 'a' 'man'
 'of' 'studious' 'instincts' 'and' 'mental' 'preoccupation' 'might' 'be'
 'able' 'to' 'identify' 'the' 'individual' 'at' 'sight' 'and' 'even'
 'name' 'it' 'at' 'a' 'moment’s' 'notice']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]",87
"['However' 'he' 'felt' 'quite' 'sure' 'that' 'he' 'would' 'not' 'soon'
 'forget' 'that' 'it' 'was' 'Lucy' 'who' 'carried' 'the' 'lilies' 'and'
 'bade' 'him' 'good' 'morning' 'like' 'a' 'second' 'vision' 'of' 'spring']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['Let' 'me' 'carry' 'your' 'flowers' 'he' 'offered' 'not' 'through' 'any'
 'tardy' 'spirit' 'of' 'gallantry' 'solely' 'because' 'he' 'knew' 'better'
 'than' 'she' 'how' 'to' 'handle' 'a' 'bunch' 'of' 'blossoms' 'and' 'it'
 'pained' 'him' 'to' 'see' 'the' 'big' 'wax-like' 'petals' 'bruised' 'and'
 'jostled']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]",87
"['The' 'odor' 'of' 'the' 'flowers' 'was' 'heavy' 'and' 'penetrating'
 'like' 'the' 'fumes' 'of' 'a' 'subtle' 'intoxicant' 'that' 'reached'
 'Archibald’s' 'brain' 'and' 'wrought' 'and' 'wove' 'fantastic' 'thoughts'
 'and' 'visions' 'there']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['He' 'looked' 'down' 'into' 'the' 'girl’s' 'face' 'and' 'her' 'soft'
 'curved' 'lips' 'made' 'him' 'think' 'of' 'peaches' 'that' 'he' 'had'
 'bitten' 'of' 'grapes' 'that' 'he' 'had' 'tasted' 'of' 'a' 'cup’s' 'rim'
 'from' 'which' 'he' 'had' 'sometimes' 'sipped' 'wine']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]",87
"['They' 'walked' 'down' 'the' 'grassy' 'slope' 'the' 'girl' 'chatting'
 'the' 'while' 'and' 'Archibald' 'saying' 'little']",[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0],87
['Lucy' 'was' 'on' 'her' 'way' 'to' 'church'],[1 0 0 0 0 0 0],87
"['It' 'was' 'Easter' 'morning' 'and' 'the' 'bells' 'had' 'been' 'calling'
 'and' 'clamoring' 'to' 'them' 'as' 'they' 'went' 'along']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['At' 'the' 'vestibule' 'door' 'she' 'turned' 'and' 'delivered' 'him' 'of'
 'his' 'burden' 'of' 'flowers']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['But' 'Archibald' 'did' 'not' 'leave' 'there' 'as' 'she' 'expected' 'he'
 'would']",[0 0 0 0 0 0 0 0 0 0 0],87
"['He' 'followed' 'her' 'into' 'the' 'church' 'he' 'did' 'not' 'know' 'why'
 'and' 'for' 'once' 'he' 'did' 'not' 'care' 'to' 'investigate' 'his'
 'motives']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['When' 'she' 'had' 'disposed' 'of' 'the' 'lilies' 'turning' 'them' 'over'
 'to' 'a' 'sanctuary' 'boy' 'she' 'came' 'and' 'seated' 'herself' 'with'
 'the' 'congregation' 'and' 'Archibald' 'who' 'had' 'stood' 'waiting'
 'placed' 'himself' 'beside' 'her']",[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['He' 'assumed' 'no' 'reverential' 'attitude' 'nor' 'did' 'he' 'bow' 'his'
 'head' 'with' 'any' 'pretense' 'of' 'devotion']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['His' 'presence' 'caused' 'much' 'wonder' 'and' 'glances' 'and'
 'whispers' 'of' 'speculation' 'were' 'exchanged']",[0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['Archibald' 'did' 'not' 'notice' 'and' 'would' 'not' 'have' 'minded'
 'them' 'if' 'he' 'had' 'noticed']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['The' 'day' 'was' 'warm' 'and' 'some' 'of' 'the' 'stained' 'glass'
 'windows' 'were' 'open']",[0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['The' 'sunlight' 'came' 'in' 'and' 'the' 'shadows' 'of' 'quivering'
 'leaves' 'played' 'upon' 'the' 'casement' 'through' 'which' 'he' 'gazed']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
['A' 'bird' 'was' 'singing' 'among' 'the' 'branches'],[0 1 0 0 0 0 0],87
"['During' 'the' 'prayers' 'he' 'was' 'inattentive' 'and' 'to' 'the'
 'singing' 'he' 'lent' 'no' 'ear']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['But' 'when' 'the' 'minister' 'turned' 'to' 'address' 'the' 'assembly'
 'Archibald' 'wondered' 'what' 'he' 'was' 'going' 'to' 'say']",[0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['The' 'man' 'stayed' 'a' 'long' 'moment' 'with' 'his' 'slow' 'earnest'
 'glance' 'sweeping' 'the' 'congregation' 'then' 'he' 'uttered' 'solemnly'
 'and' 'impressively' 'I' 'am' 'the' 'Resurrection' 'and' 'the' 'Life']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['Another' 'long' 'moment' 'of' 'silence' 'followed' 'and' 'lifting' 'his'
 'head' 'he' 'reiterated' 'in' 'louder' 'clearer' 'tones' 'than' 'before'
 'I' 'am' 'the' 'Resurrection' 'and' 'the' 'Life']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
['This' 'was' 'his' 'text'],[0 0 0 0],87
['It' 'fell' 'upon' 'ears' 'that' 'had' 'heard' 'it' 'before'],[0 0 0 0 0 0 0 0 0],87
"['It' 'crept' 'into' 'the' 'consciousness' 'of' 'Archibald' 'sitting'
 'there']",[0 0 0 0 0 0 0 0 0],87
"['As' 'he' 'gathered' 'it' 'into' 'his' 'soul' 'a' 'vision' 'of' 'life'
 'came' 'with' 'it' 'the' 'poet’s' 'vision' 'of' 'the' 'life' 'that' 'is'
 'within' 'and' 'the' 'life' 'that' 'is' 'without' 'pulsing' 'in' 'unison'
 'breathing' 'the' 'harmony' 'of' 'an' 'undivided' 'existence']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]",87
['He' 'listened' 'to' 'no' 'further' 'words' 'of' 'the' 'minister'],[0 0 0 0 0 0 0 0 1],87
"['He' 'entered' 'into' 'himself' 'and' 'he' 'preached' 'unto' 'himself'
 'a' 'sermon' 'in' 'his' 'own' 'heart' 'as' 'he' 'gazed' 'from' 'the'
 'window' 'through' 'which' 'the' 'song' 'came' 'and' 'where' 'the'
 'leafy' 'shadows' 'quivered']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],87
"['MY' 'friend' 'the' 'Architect' 'who' 'is' 'something' 'of' 'a'
 'traveller' 'was' 'showing' 'us' 'various' 'curios' 'which' 'he' 'had'
 'gathered' 'during' 'a' 'visit' 'to' 'the' 'Orient']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['Here' 'is' 'something' 'for' 'you' 'he' 'said' 'picking' 'up' 'a'
 'small' 'box' 'and' 'turning' 'it' 'over' 'in' 'his' 'hand']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['You' 'are' 'a' 'cigarette-smoker' 'take' 'this' 'home' 'with' 'you'],[0 0 0 0 0 0 0 0 0],88
"['It' 'was' 'given' 'to' 'me' 'in' 'Cairo' 'by' 'a' 'species' 'of' 'fakir'
 'who' 'fancied' 'I' 'had' 'done' 'him' 'a' 'good' 'turn']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['The' 'box' 'was' 'covered' 'with' 'glazed' 'yellow' 'paper' 'so'
 'skilfully' 'gummed' 'as' 'to' 'appear' 'to' 'be' 'all' 'one' 'piece']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['It' 'bore' 'no' 'label' 'no' 'stamp' 'nothing' 'to' 'indicate' 'its'
 'contents']",[0 0 0 0 0 0 0 0 0 0 0],88
['How' 'do' 'you' 'know' 'they' 'are' 'cigarettes'],[0 0 0 0 0 0 0],88
"['I' 'asked' 'taking' 'the' 'box' 'and' 'turning' 'it' 'stupidly' 'around'
 'as' 'one' 'turns' 'a' 'sealed' 'letter' 'and' 'speculates' 'before'
 'opening' 'it']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['I' 'only' 'know' 'what' 'he' 'told' 'me' 'replied' 'the' 'Architect'
 'but' 'it' 'is' 'easy' 'enough' 'to' 'determine' 'the' 'question' 'of'
 'his' 'integrity']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['He' 'handed' 'me' 'a' 'sharp' 'pointed' 'paper-cutter' 'and' 'with' 'it'
 'I' 'opened' 'the' 'lid' 'as' 'carefully' 'as' 'possible']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['The' 'box' 'contained' 'six' 'cigarettes' 'evidently' 'hand-made'],[0 0 0 0 0 0 0],88
"['The' 'wrappers' 'were' 'of' 'pale-yellow' 'paper' 'and' 'the' 'tobacco'
 'was' 'almost' 'the' 'same' 'colour']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['It' 'was' 'of' 'finer' 'cut' 'than' 'the' 'Turkish' 'or' 'ordinary'
 'Egyptian' 'and' 'threads' 'of' 'it' 'stuck' 'out' 'at' 'either' 'end']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['Will' 'you' 'try' 'one' 'now' 'Madam'],[0 0 0 0 0 0],88
['asked' 'the' 'Architect' 'offering' 'to' 'strike' 'a' 'match'],[0 0 0 0 0 0 0 0],88
"['Not' 'now' 'and' 'not' 'here' 'I' 'replied' 'after' 'the' 'coffee' 'if'
 'you' 'will' 'permit' 'me' 'to' 'slip' 'into' 'your' 'smoking-den']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['Some' 'of' 'the' 'women' 'here' 'detest' 'the' 'odour' 'of' 'cigarettes'],[0 0 0 1 0 0 0 0 0 0],88
"['The' 'smoking-room' 'lay' 'at' 'the' 'end' 'of' 'a' 'short' 'curved'
 'passage']",[0 0 0 0 0 0 0 0 0 0 0],88
['Its' 'appointments' 'were' 'exclusively' 'oriental'],[0 0 0 0 0],88
"['A' 'broad' 'low' 'window' 'opened' 'out' 'upon' 'a' 'balcony' 'that'
 'overhung' 'the' 'garden']",[0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['From' 'the' 'divan' 'upon' 'which' 'I' 'reclined' 'only' 'the' 'swaying'
 'treetops' 'could' 'be' 'seen']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['The' 'maple' 'leaves' 'glistened' 'in' 'the' 'afternoon' 'sun'],[0 0 0 0 0 0 0 0],88
"['Beside' 'the' 'divan' 'was' 'a' 'low' 'stand' 'which' 'contained' 'the'
 'complete' 'paraphernalia' 'of' 'a' 'smoker']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['I' 'was' 'feeling' 'quite' 'comfortable' 'and' 'congratulated' 'myself'
 'upon' 'having' 'escaped' 'for' 'a' 'while' 'the' 'incessant' 'chatter'
 'of' 'the' 'women' 'that' 'reached' 'me' 'faintly']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0],88
"['I' 'took' 'a' 'cigarette' 'and' 'lit' 'it' 'placing' 'the' 'box' 'upon'
 'the' 'stand' 'just' 'as' 'the' 'tiny' 'clock' 'which' 'was' 'there'
 'chimed' 'in' 'silvery' 'strokes' 'the' 'hour' 'of' 'five']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['I' 'took' 'one' 'long' 'inspiration' 'of' 'the' 'Egyptian' 'cigarette'],[0 0 0 0 0 0 0 0 0],88
"['The' 'grey-green' 'smoke' 'arose' 'in' 'a' 'small' 'puffy' 'column'
 'that' 'spread' 'and' 'broadened' 'that' 'seemed' 'to' 'fill' 'the'
 'room']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['I' 'could' 'see' 'the' 'maple' 'leaves' 'dimly' 'as' 'if' 'they' 'were'
 'veiled' 'in' 'a' 'shimmer' 'of' 'moonlight']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['A' 'subtle' 'disturbing' 'current' 'passed' 'through' 'my' 'whole'
 'body' 'and' 'went' 'to' 'my' 'head' 'like' 'the' 'fumes' 'of'
 'disturbing' 'wine']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['I' 'took' 'another' 'deep' 'inhalation' 'of' 'the' 'cigarette'],[0 0 0 0 0 0 0 0],88
['Ah'],[0],88
['the' 'sand' 'has' 'blistered' 'my' 'cheek'],[0 0 0 0 0 0],88
['I' 'have' 'lain' 'here' 'all' 'day' 'with' 'my' 'face' 'in' 'the' 'sand'],[0 0 0 0 0 0 0 0 0 0 0 0],88
"['Tonight' 'when' 'the' 'everlasting' 'stars' 'are' 'burning' 'I' 'shall'
 'drag' 'myself' 'to' 'the' 'river']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['He' 'will' 'never' 'come' 'back'],[0 0 0 0 0],88
"['Thus' 'far' 'I' 'followed' 'him' 'with' 'flying' 'feet' 'with'
 'stumbling' 'feet' 'with' 'hands' 'and' 'knees' 'crawling' 'and'
 'outstretched' 'arms' 'and' 'here' 'I' 'have' 'fallen' 'in' 'the' 'sand']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['The' 'sand' 'has' 'blistered' 'my' 'cheek' 'it' 'has' 'blistered' 'all'
 'my' 'body' 'and' 'the' 'sun' 'is' 'crushing' 'me' 'with' 'hot' 'torture']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['There' 'is' 'shade' 'beneath' 'yonder' 'cluster' 'of' 'palms'],[0 0 0 0 0 0 0 0],88
"['I' 'shall' 'stay' 'here' 'in' 'the' 'sand' 'till' 'the' 'hour' 'and'
 'the' 'night' 'comes']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['I' 'laughed' 'at' 'the' 'oracles' 'and' 'scoffed' 'at' 'the' 'stars'
 'when' 'they' 'told' 'that' 'after' 'the' 'rapture' 'of' 'life' 'I'
 'would' 'open' 'my' 'arms' 'inviting' 'death' 'and' 'the' 'waters'
 'would' 'envelop' 'me']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['Oh'],[0],88
['how' 'the' 'sand' 'blisters' 'my' 'cheek'],[0 0 0 0 0 0],88
['and' 'I' 'have' 'no' 'tears' 'to' 'quench' 'the' 'fire'],[0 0 0 0 0 0 0 0 0],88
['The' 'river' 'is' 'cool' 'and' 'the' 'night' 'is' 'not' 'far' 'distant'],[0 0 0 0 0 0 0 0 0 0 0],88
"['I' 'turned' 'from' 'the' 'gods' 'and' 'said' 'There' 'is' 'but' 'one'
 'Bardja' 'is' 'my' 'god']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['That' 'was' 'when' 'I' 'decked' 'myself' 'with' 'lilies' 'and' 'wove'
 'flowers' 'into' 'a' 'garland' 'and' 'held' 'him' 'close' 'in' 'the'
 'frail' 'sweet' 'fetters']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['He' 'will' 'never' 'come' 'back'],[0 0 0 0 0],88
['He' 'turned' 'upon' 'his' 'camel' 'as' 'he' 'rode' 'away'],[0 0 0 0 1 0 0 0 0],88
"['He' 'turned' 'and' 'looked' 'at' 'me' 'crouching' 'here' 'and' 'laughed'
 'showing' 'his' 'gleaming' 'white' 'teeth']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['Whenever' 'he' 'kissed' 'me' 'and' 'went' 'away' 'he' 'always' 'came'
 'back' 'again']",[0 0 0 0 0 0 0 0 0 0 0 0],88
"['Whenever' 'he' 'flamed' 'with' 'fierce' 'anger' 'and' 'left' 'me' 'with'
 'stinging' 'words' 'he' 'always' 'came' 'back']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['But' 'to' 'day' 'he' 'neither' 'kissed' 'me' 'nor' 'was' 'he' 'angry'],[0 0 0 0 0 0 0 0 0 0 0],88
['He' 'only' 'said' 'Oh'],[0 0 0 0],88
['I' 'am' 'tired' 'of' 'fetters' 'and' 'kisses' 'and' 'you'],[0 0 0 0 0 0 0 0 0],88
['I' 'am' 'going' 'away'],[0 0 0 0],88
['You' 'will' 'never' 'see' 'me' 'again'],[0 0 0 0 0 0],88
"['I' 'am' 'going' 'to' 'the' 'great' 'city' 'where' 'men' 'swarm' 'like'
 'bees']",[0 0 0 0 0 0 0 0 1 0 0 0],88
"['I' 'am' 'going' 'beyond' 'where' 'the' 'monster' 'stones' 'are' 'rising'
 'heavenward' 'in' 'a' 'monument' 'for' 'the' 'unborn' 'ages']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['Oh'],[0],88
['I' 'am' 'tired'],[0 0 0],88
['You' 'will' 'see' 'me' 'no' 'more'],[0 0 0 0 0 0],88
['And' 'he' 'rode' 'away' 'on' 'his' 'camel'],[0 0 0 0 0 0 1],88
"['He' 'smiled' 'and' 'showed' 'his' 'cruel' 'white' 'teeth' 'as' 'he'
 'turned' 'to' 'look' 'at' 'me' 'crouching' 'here']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['How' 'slow' 'the' 'hours' 'drag'],[0 0 0 0 0],88
"['It' 'seems' 'to' 'me' 'that' 'I' 'have' 'lain' 'here' 'for' 'days' 'in'
 'the' 'sand' 'feeding' 'upon' 'despair']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['Despair' 'is' 'bitter' 'and' 'it' 'nourishes' 'resolve'],[0 0 0 0 0 0 0],88
"['I' 'hear' 'the' 'wings' 'of' 'a' 'bird' 'flapping' 'above' 'my' 'head'
 'flying' 'low' 'in' 'circles']",[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0],88
['The' 'sun' 'is' 'gone'],[0 0 0 0],88
"['The' 'sand' 'has' 'crept' 'between' 'my' 'lips' 'and' 'teeth' 'and'
 'under' 'my' 'parched' 'tongue']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['If' 'I' 'raise' 'my' 'head' 'perhaps' 'I' 'shall' 'see' 'the' 'evening'
 'star']",[0 0 0 0 0 0 0 0 0 0 0 0],88
['Oh'],[0],88
['the' 'pain' 'in' 'my' 'arms' 'and' 'legs'],[0 0 0 0 0 0 0],88
['My' 'body' 'is' 'sore' 'and' 'bruised' 'as' 'if' 'broken'],[0 0 0 0 0 0 0 0 0],88
['Why' 'can' 'I' 'not' 'rise' 'and' 'run' 'as' 'I' 'did' 'this' 'morning'],[0 0 0 0 0 0 0 0 0 0 0 0],88
"['Why' 'must' 'I' 'drag' 'myself' 'thus' 'like' 'a' 'wounded' 'serpent'
 'twisting' 'and' 'writhing']",[0 0 0 0 0 0 0 0 0 1 0 0 0],88
['The' 'river' 'is' 'near' 'at' 'hand'],[0 0 0 0 0 0],88
['I' 'hear' 'it' 'I' 'see' 'it' 'Oh'],[0 0 0 0 0 0 0],88
['the' 'sand'],[0 0],88
['Oh'],[0],88
['the' 'shine'],[0 0],88
['How' 'cool'],[0 0],88
['how' 'cold'],[0 0],88
['The' 'water'],[0 0],88
['the' 'water'],[0 0],88
['In' 'my' 'eyes' 'my' 'ears' 'my' 'throat'],[0 0 0 0 0 0 0],88
['It' 'strangles' 'me'],[0 0 0],88
['Help'],[0],88
['will' 'the' 'gods' 'not' 'help' 'me'],[0 0 0 0 0 0],88
['Oh'],[0],88
['the' 'sweet' 'rapture' 'of' 'rest'],[0 0 0 0 0],88
['There' 'is' 'music' 'in' 'the' 'Temple'],[0 0 0 0 0 0],88
['And' 'here' 'is' 'fruit' 'to' 'taste'],[0 0 0 0 0 0],88
"['Bardja' 'came' 'with' 'the' 'music' 'The' 'moon' 'shines' 'and' 'the'
 'breeze' 'is' 'soft' 'A' 'garland' 'of' 'flowers' 'let' 'us' 'go' 'into'
 'the' ""King's"" 'garden' 'and' 'look' 'at' 'the' 'blue' 'lily' 'Bardja']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
"['The' 'maple' 'leaves' 'looked' 'as' 'if' 'a' 'silvery' 'shimmer'
 'enveloped' 'them']",[0 0 0 0 0 0 0 0 0 0 0],88
['The' 'grey-green' 'smoke' 'no' 'longer' 'filled' 'the' 'room'],[0 0 0 0 0 0 0 0],88
['I' 'could' 'hardly' 'lift' 'the' 'lids' 'of' 'my' 'eyes'],[0 0 0 0 0 0 0 0 0],88
"['The' 'weight' 'of' 'centuries' 'seemed' 'to' 'suffocate' 'my' 'soul'
 'that' 'struggled' 'to' 'escape' 'to' 'free' 'itself' 'and' 'breathe']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],88
['I' 'had' 'tasted' 'the' 'depths' 'of' 'human' 'despair'],[0 0 0 0 0 0 0 0],88
"['The' 'little' 'clock' 'upon' 'the' 'stand' 'pointed' 'to' 'a' 'quarter'
 'past' 'five']",[0 0 0 0 0 0 0 0 0 0 0 0],88
['The' 'cigarettes' 'still' 'reposed' 'in' 'the' 'yellow' 'box'],[0 0 0 0 0 0 0 0],88
['Only' 'the' 'stub' 'of' 'the' 'one' 'I' 'had' 'smoked' 'remained'],[0 0 0 0 0 0 0 0 0 0],88
['I' 'had' 'laid' 'it' 'in' 'the' 'ash' 'tray'],[0 0 0 0 0 0 0 0],88
