source_text,sentenceID,sentence,asih,nyakitang,kaadilan,kacurangan,setya,ngianat,wewenang,ngalawan tatanan,kasucian,kakotoran,kabebasan,panindasan
Cicing Alas Ngalih Balian,34, Dija tongosne ento diolas tujuhin ja icang saut I Cicing Alas mapangapti,0,0,0,0,0,0,0,0,0,0,0,0
Radén Jajarpikatan,22, Gelising satua ri kala Widiadari Nilotama sedeng maratengan ring paratengan tan wenten Ida madue ulam Ida jaga lunga ka pasar raris ngandika ring rabine Beli niki ajak dumun okan beline titiang ka pasar ajebos sambilang cingakin genine ring paratengan mangda sampunang ngantos padem maliha kekebe sampunang ungkabanga,0,0,0,0,0,0,1,0,0,0,0,0
Kidang tekén Cekcek,37, Nah Cekcek mani puan kai mati dinumitis kaine buin acepok kai manadi siap biing selem miananan tur yan cai mati disubane cai numitis manadi siap buik kuning rajah kebek ditu mara patut cai ngalap dirin kaine,0,0,0,0,1,0,0,0,0,0,0,0
Dadong Jepun,6, Suba liu matambun saange lantas kaadep pipisne anggona meli baas,0,0,0,0,1,0,1,0,0,0,0,0
I Kerug,6, Di tajen mapi ia menang mapi ia kalah tusing ia sanget ngarunguang,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,53, Masaut I Lutung Be itunyan Ida anak dini ngibukang Cai,0,0,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,50, Di makirene malali ngomong Pan Jempenit teken kurenane,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,130, Bwin mani semenganne bwin kone I Lutung mamaling byunne I rangsasa,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,101, Sawireh seasi I Lutung magending keto kapireng Olih Ida Sang prabu Ida Kalintang Duka pisan raris Ida ngawentenan sewamara jagi ngejuk I Lutung,0,1,1,0,0,1,1,0,0,1,0,0
Siap Selem,11, Yen ia ujanan pepes bisa mati keto I Siap Selem maorahan teken pianak-pianakne,0,0,0,0,0,0,0,0,0,0,0,0
Nang Cubling,22, Dadi bojoge makejang mati lantas bangbange kaurugin,0,1,0,0,0,0,0,0,0,0,0,0
Sang Bima Dadi Caru,53, Jani ngwales Sang Bima ngabut kayu kadadiang gada anggona nigtig I Raksasa Baka,0,0,1,0,0,0,1,0,0,1,0,0
Sampi Wadak,248, Lan,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,61, Dadong suba Batara Sri,0,0,0,0,0,0,0,0,0,0,0,0
Bintang Lara,58, Disubane bakatanga bajune lantas melahanga pesan ngengkebang,0,0,0,1,0,0,0,0,0,1,0,0
Bintang Lara,20, Matur I Bintang Lara Inggih Ratu Dewa Agung titiang,0,0,0,0,0,0,1,0,0,0,0,0
Lutung tekén Kakua,24,Makelo-kelo I Kekua gedeg sawireh I Lutung tusing satunit teken janji ring waktu punika.,0,0,0,0,0,1,0,0,0,0,0,0
Beras Kuning,4,Ida setata malaksana madasar yasa kerti ring desa ento.,1,0,1,0,0,0,1,0,0,0,0,0
I Kepuh Mati Baan Drowaka,34, I Kepuh nombahang,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,35, Ri sampune mawali brana druen idane raris ida usan makaklecan,0,0,0,0,0,0,0,0,0,0,0,0
I Lelipi tekén Sang Garuda,30, Jani ada kone enu tuah aketelan ane neket di don ambengane,0,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,45,Jerit-jerit memene tur ngidih tulung masi tusing runguanga lantas kaclempungang ka semere sakadi punika kahanane.,0,1,0,0,0,0,0,1,0,0,0,1
Pan Balang Tamak,99, Keto katuturannya,0,0,0,0,0,0,0,0,0,0,0,0
I Jaran Nayanin Macan,10, Disubane I Macan merasa andel tekening daya upayane kapaekin ia I Jaran,0,0,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,16, Yening buin manakan ditu mara dum ajak dadua,0,0,0,0,0,0,0,0,0,0,0,0
Macan tekén méng,6, Kacarita jani I Macan suba dueg pesan sai sai ia tusing kuangan pabuktian,0,0,0,0,0,0,0,0,0,0,1,0
I Empas tekén I Angsa,17, Lantas pada mauber-uberan cara anak makering-keringan ajaka patpat,0,0,0,0,0,0,0,0,0,0,1,0
I Bikul tekén I Semal,5, Kacerita jani ada masi Semal ane sesai klincak-klincak di duur raab pondoke ento,0,0,0,0,0,0,0,0,0,0,1,0
Sampi Wadak,233, Suba med I Rangsasa nyan dain togoge lantas calpoka tendasne,0,0,0,0,0,0,0,0,0,0,0,0
I Congeh Kacunduk Ratun Segara,26, Ulame sane ageng punika menampekin perahune I Congeh prajani I Congeh ngejer ngetor babuyutan sing kodag bana naanang jejeh atin ipune,0,1,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,33, Ditu pada ngilitang ikuh pada negul bangkiang,0,0,0,0,0,0,0,0,0,0,0,0
Cicing Alas Ngalih Balian,12, Diolas tulungin ja icang apang nyidang seger,0,1,0,0,0,0,0,0,0,0,0,0
Pan Poleng,42, Ape prajani pandene tonen sugih,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,19, Pan Angklung Gadang ngembusin eteh-eteh jarane nglaut nyutsut peluhne,0,0,0,0,0,0,0,0,0,0,0,0
I Tuma tekén I Titih,24,Nanging I Titih bengkung nenten dadi orahin lantas ia sahasa ngutgut ida anake agung ring desa ene.,0,0,0,0,0,1,0,1,0,0,0,0
I Celempung,6, Sedek dina anu desane ngwangun karya,0,0,0,0,0,0,0,0,0,0,0,0
Semut perang tanding,57, cai makejang beburon belog Ulian cai tusing nawang tur ngresepang kasujatian idup ento ane ngaenang cai saling jagurin,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,48, Dija jang Cai tata kramane Nah madak ja ada anak len ane lakar nulungin Cai pesu uli krangkenge nenenan,0,1,0,0,0,0,0,0,0,0,0,0
I Siput lawan I Kancil,21,"Sasampune punika, Gelisang satua dinane mangkin I Siput jagi mesaing ajaka I Kancil ngitarin alase",0,0,0,0,1,0,0,0,0,0,0,0
Rsi Srengga,20, Kacerita buat wikune ane ngrajengang yadnyan Idane mapesengan Ida Rsi Srengga wiku luih pratiaksa ring saluiring yadnya,0,0,0,0,0,0,0,0,1,0,0,0
Siap Sangkur Metaluh Mas,22, I Pagul bangun kliad-kliud ajebos lantas negak di ambene,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,60, Ditu I Belibis Putih buin ngorahin Narajana apang ngalih arta brana ento,0,0,0,0,1,0,0,0,0,0,0,0
I Donglen teken Luh Arum,14, Yan suba nyak Ia ngenggong bapane teka lega pesan kenehne madingehang nyidayang Ia ngengsapang seduk basangne,1,0,0,0,0,0,0,0,0,0,1,0
I Kidang,34, Ane jani awake ane lakar kemu ngarepin I Macan eda suba sangsaya teken icang,0,0,0,0,0,0,1,0,0,0,0,0
I Empas tekén I Angsa,6, Tegarang tolih ja Beli ento ada be deleg beboso mujair palatimah muah be lindung malelangian,0,0,0,0,0,0,0,0,0,0,1,0
Bé Jeleg Tresna Telaga,5, Napi mawinan asapunika riantukan sakancan warna tunjunge wenten ring Telaga Alpasara,0,0,0,0,0,0,0,0,0,0,0,0
I Kékér Tekén I Lutung,56, Iba dini malu negak Kato I Keker tur masliuk di yeh danune maplukpukan ia manjus tur mambuh,0,0,0,0,0,0,0,0,0,0,1,0
Angsa tekén Kerkuak,43,"Ring semeng punika, Lantas I Kerkuak mati telah kilit jaring",0,0,1,0,0,0,0,0,0,0,0,0
Bintang Lara,147, Ditu lantas I Bintang Lara nemu kasukaan tan patanding,1,0,0,0,0,0,0,0,0,0,1,0
Mén Sugih tekén Mén Tiwas,6,"Satondenne, Ditu Men Sugih ngomong Ih cai Tiwas alihin ja icang kutu yen suba telah kutun icange nyanan upahina baas ring waktu punika.",0,0,1,0,0,0,0,0,0,0,0,0
Bintang Lara,110, critayang di subane I Bintang Lara budal uli purian malih Anake Agung ngandika teken parekane Parekan-parekan kenken jani baan nayanang I Bintang Lara apang ia mati apang bakatang gelah kurenane,0,0,0,1,0,1,0,0,0,0,0,1
Belibis Putih,36, Sesai baanga dedaaran buka ane daara padidi,1,0,1,0,0,0,0,0,0,0,0,0
I Mencéng Ajak I Polos,41,Mara inema tirtane teken I Menceng langsung seger ring waktu punika.,0,0,0,0,0,0,0,0,1,0,0,0
Belibis Putih,47, Sawireh malinge ane ngejang emase suba mati,0,0,1,0,0,0,0,0,0,0,1,0
I Empas tekén I Asu,45, Wireh bungut ipune enggang dados ipun ulung ketanahe,0,1,0,0,0,0,0,1,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,2,"Sasampune punika, Sedek dina anu I lutung ngajak I kekua masemaya bakal ngemaling biu di abiane I Pekak Dukuh",0,0,0,0,0,0,0,1,0,1,0,1
Ni Diah Tantri,48, Wit ida sang prabu punika sapuniki wenten resi maparab Bagawan Daksa olih kasapa antuk mantune ne maparab Dewi Nilawati,0,0,0,0,0,0,0,0,0,0,0,0
Arjuna Nangun Tapa,7,Kala punika kapireng kapir-kapiran orti Sang Arjuna sedek nangun tapa ring Gunung Indrakilane sakadi punika kahanane.,0,0,0,0,0,0,0,0,1,0,0,0
I Lasan,7, jelema ento keliwat dueg apang cai ajak mekejang tusing kalah baan i jelema jani gelah pacang maicanin cai ajak mekejang kesaktian pada abedik,1,0,0,0,0,0,0,0,0,0,0,0
I Lutung Maborbor,67,Énggalin tuun I Lutung lantas tuludanga ka tengah semere ane misi api saking pidabdabane.,0,0,0,0,0,0,0,0,0,0,0,1
I Empas tekén I Asu,30, Yan cai nyai ima sing urungan cai nyai lakar ngemasin mat mawastu tan prasida amun pengaptine,0,1,0,0,0,0,0,0,0,0,0,0
I Kepuh Mati Baan Drowaka,58, Ada masih ane kelangan sampi wiadin kebo,0,1,0,0,0,0,0,0,0,0,0,0
I Ubuh,77, Yen sing macan singa ane seduk mekenta lebina,0,0,0,0,0,0,0,0,0,0,0,1
I Kasiapa Kepuh,35, Tur sampun akeh mademang jadma miwah buron-burone makejang sami kebakso,0,0,0,0,0,0,0,0,0,0,0,1
Ekalawya,6, Dwaning asapunika Sang guru Drona kairing antuk sisiane malilacita ring tengahin alas,0,0,0,0,0,0,1,0,0,0,0,0
I Belog,15, Awake nagih bebek mokoh tur baat sakewala bebek puyung baanga,0,1,0,1,0,0,0,0,0,0,0,0
I Durma,5, Gelisang satua I Rajapala makinkin bakal nangun kerti ke alas gunung,0,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,109, Dening ne malu umah Bapane anggon Bapa kantab jani umah Bapane lakar adep icang,0,1,0,0,0,0,0,0,0,0,0,0
Mén Brayut,3, Madagang tuara mabati buina umahne renggang-renggong raabne pacalompong maengsuban baan upih,0,1,0,0,0,0,0,0,0,0,0,0
I Lengar,32, Nanging lacur makejang adinne ngemasin mati kena pangindrajalan I Mandalane,0,1,0,0,0,0,0,1,0,0,0,0
Siap Sangkur Metaluh Mas,44, Rukun pesan I Pagul makurenan ajake Luh Lancah,1,0,0,0,1,0,0,0,0,0,0,0
Ni Daha Tua,7, Dadosnyane nyabran kalih rahina kocap ipun ngadol saang,0,0,0,0,0,0,1,0,0,0,0,0
Cicing Alas Ngalih Balian,9, Ada tulang nyelekak di kolongan icange,0,1,0,0,0,0,0,0,0,0,0,0
I Kerug,24, Yen seduk ia meli nasi be guling di warung roko Samsu abungkus tur bir abotol,0,0,0,0,0,0,0,1,0,1,0,0
I Kékér Tekén I Lutung,67, Tulungin kai Keker Keto I Lutung ngidih olas nanging tusing runguanga ban I Keker,0,1,0,0,0,0,0,0,0,0,0,0
Ni Dukun Sakti,44, Ditu lantas Ida Raden Mantri mantuk tur sarauhe ring puri kauningang ring Ida Sang Prabu saindik-indik sami,0,0,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,98, Yan tusing dogen cai nakonin sing ulung apa bungkunge,0,0,0,0,0,0,0,0,0,0,0,0
Sampi Wadak,202,"Lantas, benjang wngine pacang wehin titiang I Rangsasa dong kadena ya cokor I dewa",0,0,0,1,0,1,0,0,0,0,0,0
I Belog Dadi Mantu,10, Buin lantas I Belog masuara Wih Kita Damuh sing dadi ngaba damar yening lakar nyembah Ida Betara Sawireh Manira maraga piningit tan arsa galang-galang paling melah enggjalang ngae sodan rayunan,0,0,0,1,0,0,0,1,0,0,0,0
Bojog Jegég,15, Manira asung kertha wara nugraha mapica Bojog lua ento buin ngaturang sembah,0,0,0,0,0,0,0,0,1,0,0,0
Ni Daha Tua,73, Tan critanan gelising cerita sampun makeh kocap para ratune kaonang ida ring payudan,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,93,keto pinunasne I Lutung raris Ida sang prabu gelis mapaica,0,0,0,0,0,0,0,0,0,0,0,0
I Kasiapa Kepuh,31,"Ring semeng punika, Nepukin unduke buka keto ditu lantas I Paksi Gagak dahat sebet sawireh I Kasiape Kepuh tusing satya semaya tur masawitra ngajak anak drowaka cara I naga Taksaka sane kaliwat degag tur bonggan sing ja buungan ia lakar nepukin pakeweh tur mati ulian laksanane ane ten satya",0,1,0,1,0,1,0,0,0,0,0,0
I Congeh Kacunduk Ratun Segara,19, Duh,0,0,0,0,0,0,0,0,0,0,0,0
Belibis Putih,45,"Sasampune punika, Tingalin kayune gede ane misi gook lelipi Yening sampun tepuk lantas seebin gooke",0,0,0,1,0,0,0,0,0,0,0,0
I Botol tekén Sang Samong,35, Sabilang tepukina icang setata nagih matianga,0,1,0,0,0,0,0,0,0,0,0,1
I Ubuh,12, Sai-sai keto geginanne I Ubuh,0,0,0,0,1,0,0,0,0,0,0,0
Pedanda Baka,26,Mangkin sang yuyu polih galahe jagi kakeberang ngungsi genah anyar sane kajanjiang sakadi punika kahanane.,0,0,0,0,1,0,0,0,0,0,0,0
I Kelesih,19, Buin kejepne buin I Kelesih dengak-dengok ane ngeranayang nyangetang gedegne I Blanguyang nglaut ia makecog tegeh bakat tregaha rayunan Ida Sang Prabu kanti piring muah rayunane makacakan,0,1,0,0,0,0,0,0,0,0,0,0
I Lelasan tekén I Sampi,11, Beneh dingeha pasaut I Capung bangkoke yen ada kulkul bulus patut pesu ngaba gegawan pet ada pancabaya pang elah mapitulung,0,0,0,0,0,0,1,0,0,0,0,0
Pan Poleng,23, Lipine totonan gede pisan ade lamun punyan nyuhe gedene ngomong lantas lelipine tekening Pan Poleng,0,0,0,0,0,0,0,0,0,0,0,0
I Gedé Basur,28, Masaut I Made Tanu Beli tiang mula uli jumah teka mai bakal nunas ica teken beli apang I Tirta ja anggon mantu ajak ia dini ajahin kanggo jua beli tiang belog jugul tur maimbuh tiwas,1,0,0,0,0,0,0,0,0,0,0,0
Cicing Alas Ngalih Balian,47, Bobab saut I Cicing Alas,0,0,0,0,0,0,0,0,0,0,0,0
Tukang pancing,53,Baan kasaktian I Aget bas kaliwat tuara ja nyidayang balan Ida Sang Prabu bakal ngalahang I Aget ring desa ene.,0,0,0,0,0,0,1,0,0,1,0,1
Ni Dukun Sakti,8, Dening Raden Mantri buduh gati teken Raden Galuh tur tusing uningin ia ragane mamingsiki lantas ambila jamaha Ida Raden Gal uh,0,0,0,0,0,0,0,0,0,1,0,0
Ni Daha Tua,52, Wiakti I Sudagar manusa momo yadiastun amunika sampun pasuecan Ida Hyang ring padewekannyane ri tatkala manggihin wicara sane tiosan mabalik malih manahipune tur malih ngrengkeng kadi puniki kuangan dogen pinunase Yen buat paican Widine a janian teh i dewek jani suba madan sugih gati asing ada anak ngadep dini di peken nyidayang deweke meli,0,0,0,0,0,0,0,1,0,0,0,0
I Bojog tekén I Kedis Sangsiah,17, Marasa ke Iba yaning Iba sedekan ngalih amah-amahan ngalih buah padi ane dadi mertanin manusa kanti lisik baan Iba muut wastu i manusa kelangan merta utama pamragat gumine terak sarang,0,1,0,1,0,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,37, Buka katibenin bulan marasa masriak galang kenehne I Sigara ningeh baos buka keto,0,0,0,0,0,0,0,0,0,0,1,0
Ni Diah Tantri,45, Munggwing witing caritane ane malu enu aru-ara gumine nrawang-nruwung buat pamahayu panca bhutane wiakti telas tan kari makaggehang kadi ne sampun-sampun,0,0,0,0,0,0,0,0,0,0,0,0
I Tuung Kuning,10,"Ring wengi punika, Kacerita I Pudak lakar luas ka dajan gunung mabesen kone ia teken kurenane Wayan Wayan mani wake lakar luas joh ne nyai kene beling gede wake tonden karoan makelone luas sing satonden teka nyai suba ngelah panak lamun muani anake cerik melahang men miara lamun luh matiang dogen tendasne tektek baang kurungane makejang pada abedik",0,1,0,0,0,0,0,1,0,1,0,1
Bintang Lara,55, Dewi Supraba nu kone kayeh ajaka dadua,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Sangkur,23, Bau wireh meonge irika magenah ring batang salang,0,0,0,0,0,0,0,0,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,104, Ditu lantas I Yuyu ngajak I Udang bareng ngamiletin sewamara,0,0,0,0,0,0,0,0,0,0,0,0
Pan Jempenit tekén Mén Jempenit,118, suba keto alihina lantas bungkunge makelo-kelo bakatanga lantas ban i deleg laut baanga i kedis muwun,0,0,0,0,0,0,0,0,0,0,0,0
Kambing Takutin Macan,25, Raris seanturnyane Ento sing je lenan teken I Kambing,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,50, Suba mapupul saange lantas suuna nuju ka peken,0,0,0,0,0,0,0,0,0,0,0,0
I Belog pengangon Bébék,24, Len suba sandikaon buin kejep dogen suba peteng sinah lakar tusing tepuk apa Uyang paling kone Pan Meri sada sedih merine tuara tepuka,0,1,0,0,0,0,0,0,0,0,0,0
I Belog Ngantén Ajak Bangké,50, Payu I Belog mati,0,1,0,0,0,0,0,0,0,0,0,0
I Kecut,28, Mara mirengang atur pianakne asapunika raris memene mesaut Ambul keto keme cai megedi jani meme tusing demen ngelah mantu tua mangsit buka keto,0,1,0,0,0,0,0,0,0,0,0,1
Ni Dukun Sakti,10,Ida Raden Mantri nyengguhang Ida Raden Galuh seda wastranidane lantas getep ida anggen ida ngrurubin lantas kalahina mantuk ring waktu punika.,0,1,0,0,0,1,0,0,0,1,0,0
I Buta tekén I Rumpuh,10, Yen beneh munyin icange gandong icang icang matujuin Beli ambah-ambahan,0,0,1,0,0,0,0,0,0,0,0,0
I Celempung,72, Cicingne lantas pantiganga kanti mati,0,0,0,0,0,0,0,0,0,0,0,1
I Donglen teken Luh Arum,18, Madueg-duegan onya kalah teken gagenggongan Luh Arume,0,1,0,0,0,0,0,0,0,0,0,0
Kidang tekén Cekcek,2, Kacerita I Kidang nyangkepang timpal-timpalne,0,0,0,0,0,0,0,0,0,0,0,0
Lutung dadi Pecalang,9,I Lutung kebilbilang tumuli ngelanturang mejalan sambilanga ngrengkeng Apana ane ngeraniang gumine mebiayuhan lantas tepukina I tumisi nyerengseng mondong umahne I lutung ngengalang maekan matakon ue Tumisi dadi iba nyerucut mondong umah saking pidabdabane.,0,0,0,0,0,0,0,1,0,0,0,0
Bintang Lara,29, Sube nyrepetang nepukin lantas anak odah ngubu ditu padidiana,0,0,0,0,0,0,0,0,0,0,0,0
Déwi Kunti Kawéhin Mantra Sakti,11, Sesampunne sue Sang Brahma budal,0,0,0,0,0,0,0,0,0,0,0,0
Mén Brayut,34, Ada ngeberang kulit bebuahan pepusuh basang jejaringan mata ebok jeriji muah kekembungan sig kepuhe pasulengkat rebut buyung pagrayang maogahan tempuh angin naketeltel pakronyoh banyehe bonne bengu andih,0,0,0,0,0,0,0,0,0,1,0,0
I Basang Siap,4, I Basang Siap lantas kapangandikaang ngutang ka tengah alase,0,1,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,13, Salanturnyane ipun ngraosang ring para ulame,0,0,0,0,0,0,0,0,0,0,0,0
I Kecut,8, Baan gedegne raris gabletina Dadong Getget aji pecut olih I Kecut ngantos mati,0,0,0,0,0,0,0,0,0,0,0,1
Bintang Lara,100, Keto munyine I Bintang Lara,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Angsa,21, Sedek nuju dina anu sawetara nu dauh ro raine ngomong i empas lua,0,0,0,0,0,0,0,0,0,0,0,0
Bé Bano,110, Nah jani jalan ngae basa,0,0,0,0,0,0,0,0,0,0,0,0
Pedanda Baka,11,To awinan jani aji dadi Pandita suci miragiang raos sang cangake kadi asapunika makasami ulame kapiangen tur percaya mawinan purun nampekin sang cangak ring desa ene.,0,0,0,0,0,0,0,0,1,0,0,0
I Empas tekén I Angsa,24, Icang tusing nyak mati ngetuh,0,1,0,0,0,0,0,0,0,0,0,0
I Lengar,45, Sasubane pragat nanem ia laut mabresih kenehne cager bakal antenanga ngajak Ni Luh Layang,0,0,0,0,0,0,1,0,0,0,1,0
Sang Aji Saka,39, Raris parekane makakalih sami-sami pageh nyuun pangandika mawetu rebat marebutin keris nyantos makakalih parekane padem,0,0,0,0,0,0,0,0,0,1,0,1
I Donglen teken Luh Arum,127, Talektekanga tuah tui lawat ibanne suba masalin ditu lega kenehne,0,0,0,0,0,0,0,0,0,0,1,0
Sang Lanjana,27, Amuncen geden tain ibane Mare keto Sang Lanjana laut kirig-kirig tumuli makecos di duur tain kebone sambilange ngomong Ih iba Sang Muun,0,0,0,1,0,0,0,0,0,0,0,0
I Langgana,17, Di pangipian marawat ia karauhin antuk Ida Dukuh ane ngeraosang kene,0,0,0,0,0,0,0,0,0,0,0,0
I Ubuh,20, Sasubanne matanding-tanding lantas adepa ka peken,0,0,0,0,0,0,1,0,0,0,0,0
Mén Sugih tekén Mén Tiwas,33, Masaut Men Tiwas Kene embok ibi tiang luas ka alase ngalih saang teken paku lakar jukut saget ada kidang nunden tiang nyeluk jitne,0,0,0,0,0,0,0,0,0,0,0,0
Dadong Jepun,81, Dadong Jepun lantas ngucap,0,0,0,0,0,0,0,0,0,0,0,0
Bojog Jegég,58, Jatesemat,0,0,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,81, Sami para panjak idane ajerih turmaning pati lapu ngruruh genah ngetis,0,1,0,0,0,0,0,0,0,0,0,0
Ni Daha Tua,30, Sasampun ipun makurenan kasuen-suen kocap ipun makeh madrebe pianak luh muani,1,0,0,0,0,0,0,0,0,0,0,0
Tukang pancing,38, Uli ditu baana ngintip,0,0,0,0,0,0,0,0,0,1,0,0
Radén Jajarpikatan,18, Ne jerone ngudiang mariki Tiang perlu mreksa tetamanan tiange apa ane ada dini tiang ngelah,0,0,0,0,0,0,1,0,0,0,0,0
I Tuma tekén I Titih,18, Jani suba ia makakasihan,0,0,0,0,0,0,0,0,0,0,1,0
I Lara,8, Maan dong kote Nah suba jani keto I Lara kapah-kapah pesan nawang jumahne pepesan ia di pisaga magarapan dumulihne suba sanje dapetanga umahne suung mapa peteng dingdeng sepi litig ludin sing madamar kenken ja jeron dewane mungmung sajan,0,1,0,0,0,0,0,0,0,0,0,0
I Alu tekén I Kedis Puuh,31, Keto kone tetimbangan I Alu,0,0,0,0,0,0,0,0,0,0,0,0
I Empas tekén I Angsa,31, Wireh pajalane ene makeber sinah Beli ajak Embok Empas ajak dadua musti nyak nuutin munyin Icange,0,0,0,0,0,0,1,0,0,0,0,0
I Lara,9, Nto nyen men men sing ya gen mulih legu tukung sing ada apa mentas di natahne luune kadi bet tekine ngriung di natahe tuara ja taen ada nyampatang,0,0,0,0,0,0,0,0,0,1,0,0
Sang Aji Dharma,31, Mara lakar macebur di apine gede suba pada pagerong panjake matetangisan mangenin Ida Sang Prabu lakar seda sareng rabinne,0,1,0,0,1,0,0,0,0,1,0,0
Bengu Mati,33, I Belog buin ngomong Kenkenang ia jani Me Memenne masut Pulang clempungang gen ka semere Sambilanga memenne ngomong keto lantas bangkene saja entunganga ka semerne,0,1,0,0,0,0,0,1,0,0,0,1
I Baluan,18, Sajake cai salemah-lemah ngedig kulkul buina tuara ada apa-apa Yening saja keto wenang cai kadenda antuk nyaman-nyaman caine makejang,0,0,1,0,0,0,0,1,0,0,0,0
Yuyu Misi Enjekan Kebo Ditunduné,63, eng,0,0,0,0,0,0,0,0,0,0,0,0
Sang Aji Saka,15, Irika ida masandekan temuli ngantenang kawentenan kalih pandita sane sedeng keni pakewuh,1,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,10, Jengah pesan ia nepukin ada kedis gede bareng ngalih amah sig tongos kedise cerik-cerik,0,0,0,0,0,0,0,0,0,0,0,0
I Tuung Kuning,4, Makelo-kelo nganti penyatusan ia ngelah kurungan,0,0,0,0,0,0,0,0,0,0,0,0
Pangangon Sampi,13, Jro Kelihan Desa lantas nunden Pan Mangut ngadas sampine,1,0,0,0,0,0,0,0,0,0,0,0
Pan Angklung Gadang,139, Ngwer gdabuag cubek payuk kekeb onye belah kena tungked,0,0,0,0,0,0,0,0,0,0,0,1
I Wingsata tekén I Sigara,43, Makesiab bayun I Sigarane dadi tumben jani nepukin ada be muah udang buka keto,0,0,0,0,0,0,0,0,0,0,0,0
Ayam Ijo Sambu,9,Ri tatkalaning masa kocap arinidane sane mabiseka I Ngurah Sawe kadauhin kanikayang ngwalinin anggan idane ngambel jagat santukan Ida Anak Agung Ngurah Rangsasa mapakayunan pacang makerti ring telenging wanane ring genah punika.,0,0,0,0,0,0,0,0,1,0,0,0
Pan Jempenit tekén Mén Jempenit,96, mara keto munyine i meong ulung lantas bungkunge,0,0,0,0,0,0,0,0,0,0,0,0
Sang Lanjana,28,"Sasampune punika, Ne dong iwasin tain kaine Sang Muun bengong ngiwasin tainne Sang Lanjana tur merasa teken dewek kalahang kedis cenik",0,0,0,0,0,1,0,0,0,0,0,0
Jero Ketut,4, Énto ngranayang kramane sedih kerana ubuh-ubuhan ipune sawaian ilang sander Geruda,0,1,0,0,0,0,0,0,0,0,0,0
I Donglen teken Luh Arum,59, Keto tengai suba dong abaang anake bekel,1,0,0,0,0,0,0,0,0,0,0,0
Bulan kuning,12, Ketuju I raksasa luas lantas plaibanga manike makejang teken Ni Bulan Kuning,0,0,0,0,0,0,0,0,0,0,0,0
I Lutung Maborbor,7, Paling malah tegarang lakar kaalih di umahne I Lutung lantas majalan nuju umahne I Kekua,0,0,0,0,0,0,0,0,0,0,0,0
Pan Poleng,38, Pasuange bungkunge ento disig pandene,0,0,0,0,0,0,0,0,0,0,0,0
Buduh ring Ula Aya,3, Ipun madue pianak bajang adiri mawasta Ni Badung,0,0,0,0,0,0,0,0,0,0,0,0
Siap Sangkur Metaluh Mas,51, Tuun I Badeng Kok-kok katekok katekok,0,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,41, Meme anak nu idup,0,0,0,0,0,0,0,0,0,0,0,0
I Wingsata tekén I Sigara,58,Nah jani bakal kalahin malu mulih nyanan di subane I Sigara luas ka peken ditu jagi jemak pusakane ene,0,0,0,1,0,0,0,0,0,0,0,0
Bintang Lara,36, Ditu lantas Ni Cili matakon ia adi Bintang Lara apa kalih mai tumben Masaut I Bintang Lara Inggih embok makawinan titiang mriki titiang kandikaang ngrereh gagak petak ring Ida Anake Agung pacang anggen Ida tamba,0,0,0,0,0,0,0,0,0,0,0,0
I Belog,9, Lantas dagang bebeke ngemaang I Belog susuk buin duang tali,0,0,0,0,0,0,0,0,0,0,0,0
Beras Kuning,10, Ada ane ngaba mandik panampad muah pacul,0,0,0,0,0,0,0,0,0,0,0,0
Bengu Mati,23,"Ring semeng punika, Sai-sai I Belog ngejang be disamping anake luh ento nanging sasubanne I Belog magedi teka menge ngamah be",0,0,0,1,0,0,0,0,0,0,0,0
I Cicing Tan Patanduk,9, Sawireh kadung suba neket di tendasne,0,0,0,0,0,0,0,0,0,0,0,0
I Cita Maprekara,39, Ditu edengang teken icang paundukan ane sujati,0,0,0,0,0,0,0,0,0,0,0,0
